"","tbcw","gid"
"1",15.8820588138484,1
"2",24.1585487196642,2
"3",8.27532807701659,3
"4",14.7538958640573,4
"5",-4.93714576799538,5
"6",5.14148862101096,6
"7",16.5130357385165,7
"8",17.4396207257914,8
"9",6.76304148683101,9
"10",-1.48073350586207,10
"11",14.9173756452511,11
"12",8.80083956993865,12
"13",17.2367289580614,13
"14",20.8859864190935,14
"15",22.4768787923256,15
"16",23.292903667143,16
"17",23.4839818492842,17
"18",29.0223923473136,18
"19",29.3302879518905,19
"20",18.5899636623333,20
"21",22.4835630459262,21
"22",38.9504723780351,22
"23",27.8542617799138,23
"24",34.3702883663704,24
"25",16.8659287562818,25
"26",14.1518762426695,26
"27",15.8018111006275,27
"28",29.3630909348345,28
"29",49.6256240449771,29
"30",5.51065506881709,30
"31",12.852882584966,31
"32",29.3207744502991,32
"33",25.33264213,33
"34",28.7840529133017,34
"35",30.1690881868699,35
"36",24.6398263241226,36
"37",19.4187974914202,37
"38",16.1875175958594,38
"39",33.0689395691193,39
"40",24.6058584446152,40
"41",15.0651955809218,41
"42",28.6573009151868,42
"43",34.3598918311187,43
"44",36.8451236677059,44
"45",17.7442160868951,45
"46",33.7365111857645,46
"47",20.3514512219038,47
"48",22.9504404256034,48
"49",16.3984501108839,49
"50",31.928207492732,50
"51",24.2590581651246,51
"52",15.7274560728496,52
"53",33.3573944211224,53
"54",13.5834498007607,54
"55",19.7457217250143,55
"56",16.8374048732578,56
"57",41.7461118428202,57
"58",12.3120744704858,58
"59",35.380346222386,59
"60",14.6687988415952,60
"61",26.3870030554691,61
"62",25.993845018772,62
"63",30.2545595717,63
"64",9.82811018581235,64
"65",24.4949023967046,65
"66",12.4352077054346,66
"67",20.5710145831457,67
"68",28.2610202193137,68
"69",44.2151315858037,69
"70",12.3050507508158,70
"71",18.7162802519226,71
"72",15.4758012545382,72
"73",20.046913030866,73
"74",20.4424937479279,74
"75",23.30088441789,75
"76",23.2216395732184,76
"77",36.8810903116381,77
"78",32.5133579166006,78
"79",8.22283791348389,79
"80",16.7764493640423,80
"81",27.6233572657284,81
"82",30.9008919907244,82
"83",49.9935607566775,83
"84",26.3133526422762,84
"85",28.7544619648897,85
"86",36.5901886426597,86
"87",23.9062580148712,87
"88",32.9642021359458,88
"89",11.7875411839456,89
"90",29.7888273721849,90
"91",19.8220905132945,91
"92",17.876701075003,92
"93",36.8221626354662,93
"94",26.7829214153601,94
"95",8.3307044109433,95
"96",20.4068290664369,96
"97",21.1568676515622,97
"98",11.9862043409723,98
"99",23.7822486427974,99
"100",26.6384768357582,100
"101",6.0084211556657,101
"102",24.4949047705946,102
"103",11.7198451402015,103
"104",-6.49540300790453,104
"105",19.8718368301898,105
"106",21.0143783893056,106
"107",11.7188094287885,107
"108",14.980237417397,108
"109",15.5542381554513,109
"110",18.5175748795281,110
"111",15.9023416737445,111
"112",26.5998106613764,112
"113",1.61511560340247,113
"114",14.8411091757697,114
"115",1.95023615299486,115
"116",23.554838066901,116
"117",11.0882733369867,117
"118",35.8408225208377,118
"119",17.4575050086948,119
"120",23.7162882192991,120
"121",34.6139511583458,121
"122",39.1714421874879,122
"123",22.2677191957996,123
"124",23.0543289869782,124
"125",14.4766112243393,125
"126",39.4696771078693,126
"127",14.5770206257306,127
"128",19.7755946562793,128
"129",36.9620839360426,129
"130",13.2784137469591,130
"131",22.2390378364449,131
"132",31.4488688528598,132
"133",27.3162132777949,133
"134",30.3351506906556,134
"135",15.2653631100281,135
"136",31.6664175096549,136
"137",21.9512166357871,137
"138",23.413081903548,138
"139",29.1838737249941,139
"140",17.3932564626418,140
"141",29.4932550549133,141
"142",32.8657633260081,142
"143",22.9444239466261,143
"144",25.7861848686295,144
"145",23.0274031091515,145
"146",20.1508345287396,146
"147",23.3172197774646,147
"148",34.7634142359251,148
"149",37.4649080155672,149
"150",9.48172014937906,150
"151",12.2507587866656,151
"152",16.6348535595895,152
"153",19.6340360172702,153
"154",27.4430147815816,154
"155",18.033424468642,155
"156",12.19097523152,156
"157",21.1287480775714,157
"158",31.0820409409543,158
"159",15.8549786697649,159
"160",15.3947348302295,160
"161",37.3779568147145,161
"162",30.5073233808454,162
"163",50.1569708061796,163
"164",21.9248581421206,164
"165",17.5794680870551,165
"166",24.9431671918855,166
"167",12.6714711645416,167
"168",18.614868810614,168
"169",12.8015975801422,169
"170",0.0975150570184642,170
"171",7.63288678009564,171
"172",7.43617125280762,172
"173",38.4421607948278,173
"174",31.7319276025577,174
"175",14.2883483864536,175
"176",25.9095988539041,176
"177",22.9131109231868,177
"178",17.8766819058141,178
"179",31.9697574705555,179
"180",11.8227109792204,180
"181",45.1139566883117,181
"182",24.0383820613982,182
"183",43.6910153184358,183
"184",36.0491158232085,184
"185",30.2338389599765,185
"186",41.2504133838175,186
"187",35.4304857841141,187
"188",50.8765152209241,188
"189",40.3681031147903,189
"190",22.3857577471925,190
"191",8.11918112834256,191
"192",11.0613031784587,192
"193",22.1061544359696,193
"194",35.5886311336098,194
"195",13.9217490731371,195
"196",25.6867473318167,196
"197",21.4545170624224,197
"198",34.4887478544702,198
"199",22.1525435061163,199
"200",23.0366506310057,200
"201",21.8304609025948,201
"202",0.906067542106795,202
"203",2.76389619183692,203
"204",12.0574795813421,204
"205",1.34763572651821,205
"206",9.3626008753986,206
"207",5.14401586132373,207
"208",2.28454302478723,208
"209",16.0395639175345,209
"210",10.6611255620805,210
"211",26.3610981283319,211
"212",23.3927796938754,212
"213",22.62242774219,213
"214",19.6006883578054,214
"215",21.3059287893983,215
"216",31.0607716475655,216
"217",13.9667155157723,217
"218",11.992924793202,218
"219",33.6895403902291,219
"220",27.2751489818374,220
"221",21.1266528480806,221
"222",31.9406027900998,222
"223",8.28173472511125,223
"224",32.0469283960907,224
"225",24.5490293086725,225
"226",23.634322380489,226
"227",16.3484300691985,227
"228",23.5558450353963,228
"229",21.559184608001,229
"230",3.20068884650139,230
"231",20.7331337490215,231
"232",26.3779104607171,232
"233",2.81814808521131,233
"234",33.3277240560181,234
"235",6.72054709631149,235
"236",24.4787424774868,236
"237",21.2594636230657,237
"238",34.4668181833808,238
"239",42.941323046593,239
"240",16.2070422329428,240
"241",13.2260980139244,241
"242",29.8268487159871,242
"243",21.4120172027877,243
"244",36.1079408191598,244
"245",8.1347845635189,245
"246",24.3898442992577,246
"247",17.75431564116,247
"248",27.7894344143294,248
"249",10.8663046533184,249
"250",33.0007143504881,250
"251",23.4852207558504,251
"252",14.788736977079,252
"253",13.0608471179499,253
"254",24.5160864118313,254
"255",28.3315734786969,255
"256",33.53537498471,256
"257",14.8511878936805,257
"258",29.0361204351485,258
"259",20.7709353887004,259
"260",23.962652482129,260
"261",23.1445392445178,261
"262",22.3726736889507,262
"263",35.74158562593,263
"264",31.0587656784909,264
"265",17.674490215637,265
"266",18.7945184935504,266
"267",26.6288592943266,267
"268",24.4690051751608,268
"269",21.8416330222319,269
"270",37.9135116591469,270
"271",16.1012389519604,271
"272",4.41000577833125,272
"273",26.04647569972,273
"274",31.1970428860177,274
"275",16.9460458343825,275
"276",35.1840159050651,276
"277",11.7616170042572,277
"278",27.1223251768614,278
"279",35.5294030380054,279
"280",8.59984394630949,280
"281",42.6238338481577,281
"282",38.9111471090096,282
"283",19.3490757197677,283
"284",32.7018669463729,284
"285",39.1613183262919,285
"286",33.1972479172437,286
"287",36.8591395246428,287
"288",30.7792759105773,288
"289",29.3180067231831,289
"290",33.4698351609604,290
"291",16.2777208064822,291
"292",13.2338991314107,292
"293",25.7887398278159,293
"294",37.7576248316777,294
"295",12.43544899042,295
"296",5.23506982538599,296
"297",21.2451237073001,297
"298",16.9268968478103,298
"299",8.10704308958436,299
"300",8.61562875591785,300
"301",26.7764557641825,301
"302",0.233393926652029,302
"303",5.65450684919998,303
"304",4.46794882518691,304
"305",11.614672719638,305
"306",10.8355853010285,306
"307",1.16793564733781,307
"308",13.1085398553993,308
"309",0.801981943812216,309
"310",4.51367297243081,310
"311",17.2801126625705,311
"312",25.2298866969108,312
"313",3.63274556176224,313
"314",31.1910228168749,314
"315",7.36691286488678,315
"316",24.2556620010411,316
"317",14.7668703737618,317
"318",23.3463254237807,318
"319",15.315911652403,319
"320",24.9995584275615,320
"321",27.3954342782803,321
"322",22.1279142442416,322
"323",25.598068618085,323
"324",40.9856032595977,324
"325",11.1194730339085,325
"326",17.5474244617638,326
"327",19.197105210747,327
"328",19.4965755744971,328
"329",4.41346646753503,329
"330",9.26569994587646,330
"331",21.2801401212515,331
"332",19.0133871695221,332
"333",5.57614316774656,333
"334",19.5360451760939,334
"335",3.25645289780395,335
"336",12.2466456395179,336
"337",18.8939368984551,337
"338",22.4436374071392,338
"339",15.5088614717529,339
"340",27.4757276972778,340
"341",33.4166821520338,341
"342",33.0313529338863,342
"343",31.2133534340171,343
"344",25.6095525983877,344
"345",-2.41258909620863,345
"346",15.8144726482021,346
"347",37.6599783479006,347
"348",13.9303317564652,348
"349",37.2826933800075,349
"350",11.527130816586,350
"351",37.4929136503185,351
"352",25.8920886398981,352
"353",32.8990009949447,353
"354",20.8439752083014,354
"355",23.8391693195649,355
"356",23.131600592065,356
"357",19.4069113336275,357
"358",33.6629965859489,358
"359",22.4249842758093,359
"360",17.4724316827583,360
"361",29.6401255179335,361
